id_vente,date,id_client,id_produit,id_canal,quantite,prix_unitaire,remise_pct,montant,statut
VNT045222,2023-12-23,CLT09711,PRD0266,CH03,5,80.27,0,401.35,livré
VNT045223,2024-11-02,CLT04585,PRD0044,CH02,3,2412.84,0,7238.52,en_cours
VNT045224,2023-09-23,CLT11626,PRD0038,CH07,1,1064.35,5,1011.13,livré
VNT045225,2023-03-21,CLT05938,PRD0352,CH02,2,644.18,0,1288.36,livré
VNT045226,2022-10-03,CLT03278,PRD0331,CH04,3,85.55,0,256.65,livré
VNT045227,2022-05-03,CLT09700,PRD0396,CH07,5,113.14,0,565.7,livré
VNT045228,2023-04-09,CLT03180,PRD0298,CH04,2,364.88,0,729.76,livré
VNT045229,2022-07-19,CLT05946,PRD0382,CH04,1,405.4,5,385.13,livré
VNT045230,2024-08-04,CLT05220,PRD0245,CH01,7,1625.95,0,11381.65,livré
VNT045231,2022-10-06,CLT11830,PRD0298,CH01,4,364.88,0,1459.52,livré
VNT045232,2024-12-14,CLT02445,PRD0168,CH04,8,586.23,5,4455.35,livré
VNT045233,2022-12-30,CLT01602,PRD0339,CH05,3,197.62,15,503.93,livré
VNT045234,2022-05-23,CLT05008,PRD0108,CH04,2,91.76,0,183.52,livré
VNT045235,2024-03-06,CLT10182,PRD0390,CH05,1,70.31,0,70.31,livré
VNT045236,2023-01-07,CLT05368,PRD0277,CH02,2,284.34,0,568.68,livré
VNT045237,2023-07-06,CLT01748,PRD0106,CH06,1,103.69,0,103.69,livré
VNT045238,2023-06-11,CLT04434,PRD0042,CH01,1,3962.49,20,3169.99,livré
VNT045239,2022-11-14,CLT01650,PRD0067,CH06,1,744.69,0,744.69,livré
VNT045240,2024-12-06,CLT04406,PRD0139,CH04,4,89.88,5,341.54,en_cours
VNT045241,2022-12-20,CLT08668,PRD0114,CH08,6,156.34,0,938.04,livré
VNT045242,2023-11-29,CLT05273,PRD0116,CH06,1,152.01,0,152.01,en_cours
VNT045243,2024-09-02,CLT07559,PRD0096,CH05,3,274.28,0,822.84,livré
VNT045244,2022-03-09,CLT11836,PRD0133,CH04,2,117.33,5,222.93,livré
VNT045245,2022-11-02,CLT11708,PRD0143,CH06,1,56.9,0,56.9,livré
VNT045246,2023-02-07,CLT01652,PRD0063,CH05,1,477.74,0,477.74,livré
VNT045247,2022-12-21,CLT00415,PRD0188,CH07,3,83.26,20,199.82,livré
VNT045248,2022-07-24,CLT11825,PRD0139,CH04,6,89.88,5,512.32,livré
VNT045249,2024-03-15,CLT09489,PRD0102,CH01,2,89.98,0,179.96,annulé
VNT045250,2023-01-05,CLT02438,PRD0055,CH06,2,720.22,20,1152.35,livré
VNT045251,2023-10-06,CLT08446,PRD0068,CH04,5,486.01,0,2430.05,livré
VNT045252,2024-04-09,CLT00355,PRD0061,CH05,1,334.0,0,334.0,livré
VNT045253,2024-03-30,CLT05376,PRD0205,CH01,1,981.59,20,785.27,livré
VNT045254,2023-07-16,CLT08951,PRD0070,CH02,5,642.44,0,3212.2,livré
VNT045255,2024-04-18,CLT09577,PRD0160,CH05,1,1131.61,0,1131.61,livré
VNT045256,2023-12-09,CLT01307,PRD0246,CH06,4,2732.03,0,10928.12,en_cours
VNT045257,2023-06-27,CLT03407,PRD0343,CH02,1,226.1,0,226.1,annulé
VNT045258,2022-12-09,CLT03644,PRD0272,CH03,5,206.65,0,1033.25,livré
VNT045259,2024-09-10,CLT05615,PRD0400,CH01,1,290.67,0,290.67,annulé
VNT045260,2023-07-31,CLT11795,PRD0168,CH01,2,586.23,10,1055.21,livré
VNT045261,2022-07-07,CLT11572,PRD0144,CH06,2,125.61,0,251.22,annulé
VNT045262,2024-06-23,CLT01868,PRD0314,CH07,4,63.94,15,217.4,livré
VNT045263,2024-07-09,CLT09842,PRD0157,CH01,3,260.0,5,741.0,livré
VNT045264,2023-12-09,CLT11892,PRD0374,CH05,2,104.18,5,197.94,livré
VNT045265,2023-05-28,CLT04967,PRD0290,CH05,2,55.32,5,105.11,livré
VNT045266,2022-09-30,CLT06296,PRD0143,CH09,6,56.9,5,324.33,livré
VNT045267,2022-09-17,CLT04463,PRD0283,CH01,5,341.66,0,1708.3,livré
VNT045268,2022-05-03,CLT08363,PRD0023,CH05,2,1931.06,5,3669.01,livré
VNT045269,2023-04-16,CLT11377,PRD0222,CH02,9,1829.56,15,13996.13,en_cours
VNT045270,2022-01-31,CLT09950,PRD0010,CH04,4,3080.53,5,11706.01,livré
VNT045271,2024-01-05,CLT08568,PRD0236,CH03,3,1241.85,10,3352.99,livré
VNT045272,2024-06-30,CLT00808,PRD0031,CH05,1,3626.83,0,3626.83,livré
VNT045273,2023-11-12,CLT00089,PRD0344,CH07,2,280.68,0,561.36,livré
VNT045274,2024-09-13,CLT01091,PRD0332,CH04,1,115.02,0,115.02,livré
VNT045275,2023-11-08,CLT09102,PRD0251,CH07,2,140.91,0,281.82,livré
VNT045276,2022-02-01,CLT06728,PRD0014,CH02,10,1827.69,20,14621.52,livré
VNT045277,2024-02-22,CLT02782,PRD0003,CH07,2,502.43,15,854.13,livré
VNT045278,2023-09-12,CLT02024,PRD0115,CH02,3,184.11,0,552.33,livré
VNT045279,2024-11-11,CLT01900,PRD0001,CH05,7,3673.01,20,20568.86,livré
VNT045280,2024-08-06,CLT01898,PRD0282,CH09,2,94.89,0,189.78,livré
VNT045281,2024-05-03,CLT00190,PRD0138,CH05,1,147.1,15,125.03,en_cours
VNT045282,2023-01-06,CLT11501,PRD0149,CH01,3,160.2,0,480.6,livré
VNT045283,2022-04-27,CLT07308,PRD0286,CH04,2,397.87,10,716.17,livré
VNT045284,2023-04-26,CLT01300,PRD0348,CH06,1,218.8,0,218.8,livré
VNT045285,2022-05-25,CLT02650,PRD0388,CH06,1,539.21,0,539.21,livré
VNT045286,2024-03-04,CLT08792,PRD0091,CH06,1,260.51,0,260.51,livré
VNT045287,2024-08-16,CLT03258,PRD0263,CH07,2,357.2,0,714.4,livré
VNT045288,2024-07-19,CLT00514,PRD0197,CH04,1,491.53,10,442.38,livré
VNT045289,2024-12-01,CLT06192,PRD0067,CH06,1,744.69,5,707.46,en_cours
VNT045290,2022-07-01,CLT07707,PRD0058,CH07,1,571.74,0,571.74,livré
VNT045291,2023-06-13,CLT01717,PRD0398,CH05,4,484.27,20,1549.66,livré
VNT045292,2024-05-16,CLT05424,PRD0351,CH08,9,75.72,0,681.48,en_cours
VNT045293,2024-10-25,CLT07335,PRD0012,CH01,6,3807.89,0,22847.34,annulé
VNT045294,2022-07-27,CLT08633,PRD0264,CH02,5,495.91,0,2479.55,livré
VNT045295,2024-12-19,CLT07888,PRD0075,CH06,8,376.32,15,2558.98,livré
VNT045296,2023-11-09,CLT10921,PRD0387,CH07,5,730.97,0,3654.85,livré
VNT045297,2024-01-04,CLT11692,PRD0111,CH05,1,109.31,5,103.84,livré
VNT045298,2023-04-25,CLT06688,PRD0378,CH06,1,727.65,15,618.5,en_cours
VNT045299,2023-09-24,CLT05410,PRD0159,CH01,1,776.22,0,776.22,livré
VNT045300,2023-07-27,CLT06188,PRD0166,CH04,1,255.29,15,217.0,livré
VNT045301,2023-05-01,CLT02577,PRD0107,CH05,1,40.58,0,40.58,livré
VNT045302,2022-04-19,CLT04892,PRD0216,CH06,5,874.39,0,4371.95,livré
VNT045303,2023-04-30,CLT10664,PRD0043,CH05,6,4042.93,10,21831.82,livré
VNT045304,2024-10-30,CLT03514,PRD0389,CH04,2,412.79,0,825.58,livré
VNT045305,2022-06-24,CLT05370,PRD0005,CH01,2,974.68,10,1754.42,livré
VNT045306,2024-10-23,CLT10507,PRD0086,CH01,1,148.14,5,140.73,livré
VNT045307,2023-03-09,CLT03020,PRD0222,CH07,2,1829.56,0,3659.12,livré
VNT045308,2023-03-04,CLT00381,PRD0326,CH07,1,154.68,0,154.68,en_cours
VNT045309,2024-09-01,CLT09582,PRD0387,CH09,2,730.97,0,1461.94,livré
VNT045310,2022-08-26,CLT04980,PRD0357,CH06,3,387.37,10,1045.9,en_cours
VNT045311,2022-04-04,CLT00009,PRD0213,CH01,3,2956.7,10,7983.09,livré
VNT045312,2022-09-20,CLT08804,PRD0387,CH03,3,730.97,0,2192.91,livré
VNT045313,2022-11-16,CLT00167,PRD0275,CH07,1,51.92,5,49.32,annulé
VNT045314,2023-08-04,CLT06947,PRD0121,CH06,1,197.35,20,157.88,livré
VNT045315,2024-09-03,CLT00709,PRD0361,CH06,1,159.83,0,159.83,livré
VNT045316,2024-07-10,CLT05211,PRD0200,CH04,3,928.58,0,2785.74,livré
VNT045317,2022-03-13,CLT08911,PRD0304,CH05,2,75.24,15,127.91,livré
VNT045318,2024-11-22,CLT08851,PRD0185,CH02,2,996.43,10,1793.57,en_cours
VNT045319,2023-12-05,CLT02352,PRD0175,CH07,1,670.12,10,603.11,livré
VNT045320,2024-05-25,CLT04848,PRD0335,CH07,3,205.75,0,617.25,livré
VNT045321,2023-05-17,CLT09357,PRD0070,CH02,1,642.44,0,642.44,livré
VNT045322,2022-04-07,CLT09831,PRD0175,CH05,2,670.12,10,1206.22,livré
VNT045323,2023-05-18,CLT05698,PRD0374,CH08,1,104.18,0,104.18,livré
VNT045324,2022-10-31,CLT02249,PRD0300,CH04,1,140.14,5,133.13,en_cours
VNT045325,2024-01-14,CLT06386,PRD0362,CH06,1,178.61,0,178.61,livré
VNT045326,2022-02-25,CLT03441,PRD0066,CH05,2,672.98,5,1278.66,livré
VNT045327,2024-05-02,CLT06221,PRD0392,CH07,1,503.3,0,503.3,livré
VNT045328,2023-06-30,CLT11273,PRD0184,CH06,9,377.44,0,3396.96,livré
VNT045329,2022-07-21,CLT11029,PRD0040,CH06,1,1112.02,0,1112.02,livré
VNT045330,2022-08-23,CLT03935,PRD0032,CH03,1,1627.25,10,1464.53,livré
VNT045331,2022-06-24,CLT01562,PRD0357,CH05,1,387.37,0,387.37,livré
VNT045332,2023-09-30,CLT11364,PRD0235,CH05,2,2840.17,15,4828.29,livré
VNT045333,2022-01-12,CLT08015,PRD0175,CH03,7,670.12,10,4221.76,annulé
VNT045334,2022-06-04,CLT01931,PRD0043,CH07,5,4042.93,0,20214.65,livré
VNT045335,2022-12-11,CLT02025,PRD0121,CH06,1,197.35,0,197.35,livré
VNT045336,2024-12-11,CLT01986,PRD0174,CH03,2,1359.52,10,2447.14,livré
VNT045337,2023-02-04,CLT10513,PRD0286,CH05,2,397.87,15,676.38,livré
VNT045338,2022-03-25,CLT02950,PRD0336,CH09,1,232.74,0,232.74,livré
VNT045339,2022-03-25,CLT11933,PRD0390,CH07,2,70.31,10,126.56,livré
VNT045340,2022-10-25,CLT06057,PRD0045,CH02,3,994.16,10,2684.23,livré
VNT045341,2023-09-23,CLT00114,PRD0339,CH06,1,197.62,0,197.62,livré
VNT045342,2023-01-09,CLT00231,PRD0101,CH06,4,32.1,0,128.4,en_cours
VNT045343,2024-09-08,CLT11562,PRD0316,CH06,3,208.41,5,593.97,annulé
VNT045344,2022-10-30,CLT06677,PRD0122,CH04,1,183.83,5,174.64,livré
VNT045345,2024-06-13,CLT07709,PRD0373,CH02,5,572.95,0,2864.75,livré
VNT045346,2023-11-16,CLT08524,PRD0262,CH05,2,287.56,0,575.12,livré
VNT045347,2023-02-10,CLT07327,PRD0137,CH02,1,22.61,5,21.48,annulé
VNT045348,2022-11-01,CLT04789,PRD0104,CH03,1,130.27,20,104.22,livré
VNT045349,2022-02-21,CLT07181,PRD0385,CH04,1,410.9,0,410.9,livré
VNT045350,2024-06-04,CLT08339,PRD0095,CH04,1,586.37,5,557.05,livré
VNT045351,2024-05-05,CLT04071,PRD0368,CH01,3,546.93,5,1558.75,annulé
VNT045352,2023-04-14,CLT02281,PRD0049,CH01,10,3581.99,10,32237.91,livré
VNT045353,2023-12-17,CLT00828,PRD0287,CH01,1,96.89,0,96.89,livré
VNT045354,2023-08-20,CLT09283,PRD0023,CH04,1,1931.06,0,1931.06,livré
VNT045355,2022-06-09,CLT02390,PRD0343,CH03,2,226.1,10,406.98,livré
VNT045356,2024-10-24,CLT01135,PRD0035,CH06,1,3901.73,0,3901.73,livré
VNT045357,2023-02-27,CLT05040,PRD0358,CH07,2,52.39,0,104.78,livré
VNT045358,2024-04-12,CLT07080,PRD0066,CH06,7,672.98,10,4239.77,livré
VNT045359,2022-06-28,CLT08055,PRD0287,CH07,1,96.89,5,92.05,livré
VNT045360,2022-09-12,CLT04008,PRD0171,CH01,1,685.3,0,685.3,livré
VNT045361,2023-10-06,CLT04538,PRD0323,CH02,6,197.27,10,1065.26,livré
VNT045362,2023-09-25,CLT09900,PRD0327,CH04,2,211.32,0,422.64,livré
VNT045363,2022-01-25,CLT05096,PRD0164,CH05,2,366.5,0,733.0,en_cours
VNT045364,2024-06-02,CLT02978,PRD0014,CH05,2,1827.69,5,3472.61,livré
VNT045365,2023-10-10,CLT07477,PRD0399,CH01,1,733.09,0,733.09,en_cours
VNT045366,2023-12-31,CLT06648,PRD0360,CH07,4,710.62,15,2416.11,livré
VNT045367,2022-07-25,CLT11821,PRD0047,CH01,5,3276.89,20,13107.56,en_cours
VNT045368,2024-09-15,CLT02930,PRD0238,CH03,2,2784.38,0,5568.76,livré
VNT045369,2024-05-30,CLT07046,PRD0387,CH05,1,730.97,15,621.32,livré
VNT045370,2024-12-22,CLT05833,PRD0251,CH02,4,140.91,0,563.64,livré
VNT045371,2023-10-18,CLT08823,PRD0391,CH01,1,572.39,0,572.39,livré
VNT045372,2023-01-25,CLT11269,PRD0069,CH05,7,476.46,0,3335.22,en_cours
VNT045373,2022-11-27,CLT00773,PRD0073,CH05,3,672.94,0,2018.82,livré
VNT045374,2022-07-01,CLT01547,PRD0388,CH04,3,539.21,0,1617.63,en_cours
VNT045375,2023-03-09,CLT11980,PRD0027,CH03,2,2073.52,15,3524.98,livré
VNT045376,2022-08-09,CLT01861,PRD0091,CH05,2,260.51,5,494.97,livré
VNT045377,2023-01-11,CLT09308,PRD0317,CH02,3,191.78,15,489.04,livré
VNT045378,2022-04-28,CLT01860,PRD0175,CH04,4,670.12,5,2546.46,en_cours
VNT045379,2023-01-09,CLT08741,PRD0042,CH01,3,3962.49,0,11887.47,livré
VNT045380,2022-10-23,CLT11893,PRD0057,CH04,1,746.9,20,597.52,livré
VNT045381,2022-11-09,CLT11093,PRD0184,CH09,2,377.44,5,717.14,livré
VNT045382,2023-07-02,CLT03996,PRD0322,CH08,2,120.14,0,240.28,en_cours
VNT045383,2023-03-15,CLT02396,PRD0283,CH04,4,341.66,10,1229.98,livré
VNT045384,2024-01-01,CLT11600,PRD0072,CH04,3,438.05,5,1248.44,livré
VNT045385,2023-09-27,CLT01631,PRD0197,CH04,2,491.53,0,983.06,livré
VNT045386,2024-03-16,CLT04636,PRD0125,CH07,2,45.02,5,85.54,livré
VNT045387,2023-07-16,CLT00298,PRD0393,CH04,4,695.11,10,2502.4,livré
VNT045388,2024-03-18,CLT03864,PRD0374,CH01,1,104.18,10,93.76,livré
VNT045389,2022-02-09,CLT09059,PRD0342,CH05,1,191.13,5,181.57,livré
VNT045390,2024-04-25,CLT00138,PRD0166,CH06,1,255.29,10,229.76,livré
VNT045391,2023-07-29,CLT10245,PRD0057,CH06,2,746.9,5,1419.11,livré
VNT045392,2023-04-21,CLT02652,PRD0398,CH07,1,484.27,20,387.42,livré
VNT045393,2024-03-27,CLT01959,PRD0184,CH06,2,377.44,10,679.39,en_cours
VNT045394,2024-07-26,CLT11736,PRD0181,CH04,3,1265.93,5,3607.9,livré
VNT045395,2022-07-13,CLT03403,PRD0137,CH07,2,22.61,0,45.22,livré
VNT045396,2022-07-08,CLT04593,PRD0306,CH03,1,286.71,0,286.71,livré
VNT045397,2024-12-30,CLT10915,PRD0051,CH07,1,788.32,0,788.32,livré
VNT045398,2024-11-17,CLT10990,PRD0158,CH04,1,276.99,0,276.99,livré
VNT045399,2023-08-08,CLT08345,PRD0254,CH08,3,146.0,15,372.3,livré
VNT045400,2022-05-07,CLT03829,PRD0113,CH05,3,119.01,0,357.03,en_cours
VNT045401,2024-12-07,CLT08433,PRD0382,CH03,1,405.4,10,364.86,livré
VNT045402,2022-12-31,CLT07728,PRD0065,CH01,8,811.87,10,5845.46,annulé
VNT045403,2022-07-18,CLT08578,PRD0032,CH04,1,1627.25,0,1627.25,livré
VNT045404,2022-09-17,CLT04477,PRD0062,CH01,2,374.61,0,749.22,livré
VNT045405,2023-08-06,CLT06045,PRD0341,CH07,3,93.71,0,281.13,livré
VNT045406,2024-11-09,CLT00870,PRD0102,CH04,4,89.98,0,359.92,livré
VNT045407,2024-10-27,CLT06951,PRD0252,CH07,1,139.22,15,118.34,en_cours
VNT045408,2023-12-14,CLT04080,PRD0303,CH02,1,220.68,0,220.68,annulé
VNT045409,2023-01-06,CLT04091,PRD0110,CH08,1,35.74,0,35.74,livré
VNT045410,2023-04-26,CLT05985,PRD0205,CH05,6,981.59,0,5889.54,livré
VNT045411,2022-08-24,CLT10402,PRD0303,CH05,1,220.68,5,209.65,livré
VNT045412,2024-09-27,CLT01535,PRD0290,CH05,3,55.32,0,165.96,livré
VNT045413,2024-07-17,CLT02492,PRD0134,CH01,10,100.8,5,957.6,livré
VNT045414,2023-04-04,CLT07542,PRD0056,CH04,2,124.74,15,212.06,en_cours
VNT045415,2022-03-19,CLT00766,PRD0151,CH05,5,777.21,10,3497.45,livré
VNT045416,2024-03-31,CLT09614,PRD0313,CH10,2,144.36,0,288.72,livré
VNT045417,2022-09-08,CLT06029,PRD0359,CH08,6,613.74,10,3314.2,livré
VNT045418,2022-05-01,CLT02144,PRD0291,CH04,1,271.03,15,230.38,livré
VNT045419,2023-05-10,CLT01039,PRD0127,CH01,1,189.87,0,189.87,annulé
VNT045420,2024-11-20,CLT11287,PRD0237,CH05,8,2366.69,10,17040.17,livré
VNT045421,2022-10-19,CLT00895,PRD0295,CH06,2,89.84,15,152.73,livré
VNT045422,2022-11-07,CLT03941,PRD0117,CH04,1,124.3,10,111.87,livré
VNT045423,2024-12-31,CLT11887,PRD0370,CH04,2,161.54,0,323.08,livré
VNT045424,2022-08-27,CLT04594,PRD0200,CH01,5,928.58,0,4642.9,livré
VNT045425,2022-05-08,CLT09739,PRD0235,CH06,3,2840.17,0,8520.51,livré
VNT045426,2024-12-23,CLT11878,PRD0309,CH01,4,147.17,10,529.81,livré
VNT045427,2022-06-12,CLT04278,PRD0169,CH04,2,264.98,0,529.96,en_cours
VNT045428,2024-07-24,CLT07666,PRD0115,CH05,3,184.11,0,552.33,livré
VNT045429,2022-05-08,CLT06415,PRD0135,CH05,3,78.52,0,235.56,livré
VNT045430,2023-11-03,CLT10689,PRD0131,CH07,3,126.93,0,380.79,livré
VNT045431,2023-07-02,CLT09919,PRD0137,CH07,3,22.61,0,67.83,livré
VNT045432,2022-02-15,CLT06060,PRD0170,CH04,3,1163.08,0,3489.24,livré
VNT045433,2023-04-06,CLT08276,PRD0247,CH08,1,127.65,0,127.65,livré
VNT045434,2023-01-14,CLT10221,PRD0052,CH05,2,257.09,5,488.47,en_cours
VNT045435,2024-12-31,CLT02477,PRD0143,CH05,2,56.9,0,113.8,livré
VNT045436,2022-02-22,CLT02562,PRD0207,CH02,2,1052.02,10,1893.64,livré
VNT045437,2023-04-28,CLT08855,PRD0314,CH04,5,63.94,0,319.7,livré
VNT045438,2024-10-14,CLT11435,PRD0315,CH08,1,145.63,5,138.35,livré
VNT045439,2024-08-05,CLT11798,PRD0106,CH06,1,103.69,0,103.69,livré
VNT045440,2022-11-14,CLT07417,PRD0362,CH06,1,178.61,0,178.61,livré
VNT045441,2023-10-21,CLT02892,PRD0290,CH10,1,55.32,0,55.32,livré
VNT045442,2024-08-29,CLT09157,PRD0327,CH10,2,211.32,0,422.64,annulé
VNT045443,2023-11-29,CLT05360,PRD0226,CH06,2,2867.58,0,5735.16,livré
VNT045444,2022-04-14,CLT02093,PRD0105,CH04,1,21.75,15,18.49,livré
VNT045445,2024-10-17,CLT06468,PRD0084,CH01,3,864.33,0,2592.99,livré
VNT045446,2022-05-18,CLT11683,PRD0243,CH04,1,2967.65,5,2819.27,en_cours
VNT045447,2024-06-22,CLT00192,PRD0366,CH10,1,426.69,0,426.69,livré
VNT045448,2023-06-14,CLT11229,PRD0060,CH07,4,397.17,0,1588.68,livré
VNT045449,2024-11-30,CLT06628,PRD0129,CH03,2,41.23,15,70.09,livré
VNT045450,2024-02-22,CLT08846,PRD0114,CH05,3,156.34,0,469.02,livré
VNT045451,2022-02-07,CLT00573,PRD0323,CH07,2,197.27,0,394.54,livré
VNT045452,2024-09-08,CLT10334,PRD0355,CH01,4,450.81,0,1803.24,livré
VNT045453,2023-04-19,CLT03470,PRD0039,CH02,6,2417.32,0,14503.92,annulé
VNT045454,2022-05-21,CLT07843,PRD0240,CH08,2,1628.47,0,3256.94,livré
VNT045455,2024-02-25,CLT00563,PRD0188,CH07,3,83.26,0,249.78,livré
VNT045456,2024-03-18,CLT01156,PRD0161,CH04,1,694.98,5,660.23,livré
VNT045457,2022-10-04,CLT07304,PRD0118,CH08,1,100.96,15,85.82,livré
VNT045458,2024-02-27,CLT05828,PRD0157,CH07,2,260.0,5,494.0,livré
VNT045459,2023-05-15,CLT10866,PRD0182,CH07,2,1306.97,5,2483.24,livré
VNT045460,2024-07-10,CLT06325,PRD0353,CH07,1,434.77,0,434.77,livré
VNT045461,2024-11-16,CLT07293,PRD0069,CH01,2,476.46,10,857.63,livré
VNT045462,2023-04-30,CLT06299,PRD0252,CH04,4,139.22,5,529.04,livré
VNT045463,2023-02-25,CLT09612,PRD0095,CH06,5,586.37,0,2931.85,en_cours
VNT045464,2022-12-22,CLT03107,PRD0147,CH06,4,71.53,0,286.12,livré
VNT045465,2022-11-20,CLT10187,PRD0161,CH06,5,694.98,0,3474.9,livré
VNT045466,2024-09-27,CLT07422,PRD0020,CH06,2,3303.08,10,5945.54,livré
VNT045467,2022-12-05,CLT10561,PRD0008,CH02,5,2876.04,15,12223.17,livré
VNT045468,2024-12-02,CLT03025,PRD0161,CH02,3,694.98,5,1980.69,livré
VNT045469,2023-09-04,CLT06062,PRD0147,CH07,2,71.53,0,143.06,annulé
VNT045470,2024-08-02,CLT03737,PRD0246,CH06,1,2732.03,0,2732.03,livré
VNT045471,2024-04-17,CLT03384,PRD0217,CH07,1,774.51,0,774.51,livré
VNT045472,2024-05-05,CLT05551,PRD0319,CH01,1,212.99,0,212.99,livré
VNT045473,2023-09-01,CLT11867,PRD0306,CH04,3,286.71,5,817.12,annulé
VNT045474,2022-11-28,CLT02403,PRD0017,CH04,2,3660.14,0,7320.28,livré
VNT045475,2023-04-03,CLT09097,PRD0115,CH04,1,184.11,10,165.7,annulé
VNT045476,2022-10-21,CLT03834,PRD0047,CH05,1,3276.89,0,3276.89,livré
VNT045477,2022-05-06,CLT00654,PRD0189,CH02,2,95.5,0,191.0,livré
VNT045478,2022-01-01,CLT07824,PRD0339,CH02,2,197.62,0,395.24,livré
VNT045479,2022-09-09,CLT07735,PRD0068,CH01,3,486.01,5,1385.13,en_cours
VNT045480,2022-09-19,CLT00641,PRD0041,CH02,1,587.29,5,557.93,livré
VNT045481,2022-12-14,CLT05865,PRD0191,CH04,1,1057.79,0,1057.79,livré
VNT045482,2024-03-26,CLT08149,PRD0219,CH04,8,511.98,0,4095.84,en_cours
VNT045483,2024-09-05,CLT06116,PRD0041,CH05,2,587.29,5,1115.85,livré
VNT045484,2024-09-08,CLT00521,PRD0268,CH07,6,377.33,5,2150.78,livré
VNT045485,2023-12-20,CLT06281,PRD0005,CH04,2,974.68,0,1949.36,livré
VNT045486,2022-02-22,CLT08494,PRD0303,CH05,1,220.68,0,220.68,livré
VNT045487,2024-08-02,CLT11970,PRD0135,CH05,2,78.52,0,157.04,livré
VNT045488,2024-10-11,CLT09127,PRD0352,CH02,1,644.18,0,644.18,livré
VNT045489,2022-11-06,CLT09100,PRD0218,CH05,1,328.51,5,312.08,livré
VNT045490,2022-01-21,CLT03270,PRD0337,CH03,3,287.2,0,861.6,livré
VNT045491,2024-09-22,CLT05005,PRD0306,CH04,2,286.71,5,544.75,livré
VNT045492,2023-07-21,CLT07871,PRD0384,CH03,7,717.47,0,5022.29,livré
VNT045493,2023-06-22,CLT11861,PRD0146,CH03,1,79.19,0,79.19,livré
VNT045494,2023-03-12,CLT02102,PRD0391,CH04,2,572.39,0,1144.78,livré
VNT045495,2022-03-18,CLT07420,PRD0044,CH04,3,2412.84,5,6876.59,livré
VNT045496,2022-08-25,CLT10112,PRD0151,CH01,1,777.21,5,738.35,livré
VNT045497,2022-09-02,CLT01905,PRD0096,CH05,1,274.28,10,246.85,livré
VNT045498,2024-12-07,CLT07165,PRD0032,CH01,4,1627.25,15,5532.65,en_cours
VNT045499,2024-01-12,CLT06881,PRD0264,CH05,2,495.91,5,942.23,livré
VNT045500,2023-10-20,CLT02998,PRD0004,CH05,1,310.6,0,310.6,livré
VNT045501,2023-10-29,CLT09036,PRD0385,CH06,2,410.9,5,780.71,en_cours
VNT045502,2024-06-03,CLT04583,PRD0343,CH02,1,226.1,0,226.1,livré
VNT045503,2022-01-27,CLT06507,PRD0045,CH07,2,994.16,0,1988.32,livré
VNT045504,2022-04-06,CLT06183,PRD0139,CH05,1,89.88,0,89.88,livré
VNT045505,2022-06-14,CLT08941,PRD0327,CH03,1,211.32,15,179.62,livré
VNT045506,2023-10-14,CLT09777,PRD0189,CH04,1,95.5,5,90.72,en_cours
VNT045507,2023-10-21,CLT08129,PRD0172,CH04,1,555.82,10,500.24,annulé
VNT045508,2024-06-01,CLT07196,PRD0372,CH05,1,745.93,15,634.04,livré
VNT045509,2022-01-06,CLT02040,PRD0220,CH03,2,2847.12,5,5409.53,livré
VNT045510,2024-08-17,CLT08636,PRD0136,CH04,1,166.11,5,157.8,livré
VNT045511,2022-06-08,CLT00122,PRD0274,CH04,2,380.01,0,760.02,livré
VNT045512,2024-12-07,CLT04704,PRD0148,CH07,6,190.88,0,1145.28,annulé
VNT045513,2023-04-03,CLT08772,PRD0126,CH04,1,180.67,0,180.67,livré
VNT045514,2024-06-29,CLT11383,PRD0105,CH08,5,21.75,15,92.44,livré
VNT045515,2024-06-11,CLT09932,PRD0170,CH04,4,1163.08,10,4187.09,livré
VNT045516,2022-12-25,CLT08076,PRD0210,CH07,9,89.4,10,724.14,livré
VNT045517,2023-07-16,CLT08625,PRD0125,CH02,5,45.02,0,225.1,livré
VNT045518,2022-10-24,CLT01547,PRD0195,CH04,2,705.86,0,1411.72,livré
VNT045519,2022-12-19,CLT01565,PRD0200,CH05,2,928.58,0,1857.16,livré
VNT045520,2024-08-11,CLT05949,PRD0355,CH02,1,450.81,5,428.27,livré
VNT045521,2024-02-17,CLT00649,PRD0025,CH04,5,4094.94,15,17403.49,livré
VNT045522,2023-10-17,CLT10966,PRD0077,CH03,1,824.13,5,782.92,livré
VNT045523,2022-08-01,CLT05640,PRD0136,CH08,3,166.11,0,498.33,livré
VNT045524,2023-11-07,CLT03832,PRD0384,CH06,2,717.47,0,1434.94,livré
VNT045525,2023-02-09,CLT10691,PRD0065,CH03,1,811.87,0,811.87,livré
VNT045526,2022-06-04,CLT00515,PRD0183,CH05,2,994.73,0,1989.46,livré
VNT045527,2023-02-22,CLT06502,PRD0045,CH02,3,994.16,0,2982.48,livré
VNT045528,2024-03-17,CLT00280,PRD0133,CH05,2,117.33,20,187.73,livré
VNT045529,2023-10-15,CLT07763,PRD0154,CH01,1,256.92,0,256.92,livré
VNT045530,2024-08-19,CLT11714,PRD0012,CH08,1,3807.89,15,3236.71,livré
VNT045531,2024-01-05,CLT02090,PRD0272,CH01,2,206.65,0,413.3,livré
VNT045532,2024-01-23,CLT02350,PRD0315,CH04,1,145.63,10,131.07,livré
