id_retour,id_vente,id_client,id_produit,date_retour,motif,quantite_retournee,montant_rembourse,statut_retour
RET03163,VNT001172,CLT04880,PRD0342,2023-12-13,Arrivé endommagé,2,296.09,remboursé
RET03164,VNT005078,CLT11448,PRD0321,2022-12-16,Changement d'avis,3,707.8,remboursé
RET03165,VNT034235,CLT02238,PRD0216,2022-08-16,Produit défectueux,1,693.37,remboursé
RET03166,VNT011582,CLT00214,PRD0348,2023-09-26,Changement d'avis,2,423.01,remboursé
RET03167,VNT006207,CLT10439,PRD0352,2022-03-24,Arrivé endommagé,9,5611.16,remboursé
RET03168,VNT030069,CLT11536,PRD0093,2022-08-15,Ne correspond pas à la description,4,1178.53,remboursé
RET03169,VNT054772,CLT01994,PRD0163,2024-06-29,Produit défectueux,2,1686.22,remboursé
RET03170,VNT030695,CLT07338,PRD0175,2022-03-20,Arrivé endommagé,4,2212.28,remboursé
RET03171,VNT008251,CLT08148,PRD0363,2024-02-02,Mauvaise taille,2,498.61,remboursé
RET03172,VNT039088,CLT07104,PRD0239,2022-10-06,Mauvaise taille,1,4139.71,remboursé
RET03173,VNT035547,CLT03270,PRD0250,2022-11-24,Produit défectueux,2,214.66,remboursé
RET03174,VNT008636,CLT08708,PRD0015,2024-05-30,Arrivé endommagé,1,1401.77,remboursé
RET03175,VNT000143,CLT07475,PRD0209,2024-12-07,Ne correspond pas à la description,1,395.41,remboursé
RET03176,VNT036866,CLT01790,PRD0178,2022-05-20,Produit défectueux,2,884.81,remboursé
RET03177,VNT050254,CLT02617,PRD0145,2023-08-13,Ne correspond pas à la description,3,46.97,remboursé
RET03178,VNT038071,CLT02567,PRD0167,2022-11-14,Mauvaise taille,1,638.1,en_traitement
RET03179,VNT040084,CLT09884,PRD0365,2022-10-23,Produit défectueux,1,377.7,en_traitement
RET03180,VNT040919,CLT09474,PRD0197,2023-07-30,Ne correspond pas à la description,1,342.96,remboursé
RET03181,VNT013717,CLT03189,PRD0021,2024-09-19,Produit défectueux,1,486.3,en_traitement
RET03182,VNT039297,CLT03244,PRD0307,2022-06-29,Délai de livraison dépassé,4,475.35,en_traitement
RET03183,VNT004461,CLT01629,PRD0199,2024-05-16,Produit défectueux,1,553.13,remboursé
RET03184,VNT009287,CLT01643,PRD0372,2024-06-22,Mauvaise taille,1,1526.19,remboursé
RET03185,VNT028939,CLT01801,PRD0120,2024-06-11,Arrivé endommagé,1,300.5,en_traitement
RET03186,VNT050335,CLT08653,PRD0040,2022-09-12,Qualité insuffisante,5,4844.23,remboursé
RET03187,VNT020907,CLT01757,PRD0001,2023-08-01,Produit défectueux,2,5959.32,en_traitement
RET03188,VNT030968,CLT04797,PRD0350,2024-07-07,Doublon de commande,4,1190.08,remboursé
RET03189,VNT025299,CLT09588,PRD0287,2024-12-31,Arrivé endommagé,1,77.08,remboursé
RET03190,VNT020188,CLT06512,PRD0094,2024-01-30,Ne correspond pas à la description,3,3402.39,refusé
RET03191,VNT036737,CLT02017,PRD0152,2022-05-07,Ne correspond pas à la description,1,719.7,remboursé
RET03192,VNT021483,CLT11936,PRD0038,2025-01-02,Produit défectueux,1,911.35,en_traitement
RET03193,VNT022519,CLT07628,PRD0059,2023-02-06,Ne correspond pas à la description,1,729.82,remboursé
RET03194,VNT005219,CLT06982,PRD0278,2024-06-11,Ne correspond pas à la description,1,457.55,remboursé
RET03195,VNT053118,CLT03154,PRD0123,2024-05-04,Produit défectueux,1,426.22,en_traitement
RET03196,VNT049072,CLT08398,PRD0218,2022-05-22,Mauvaise taille,2,940.01,remboursé
RET03197,VNT037752,CLT11086,PRD0023,2024-08-17,Arrivé endommagé,1,1470.5,en_traitement
RET03198,VNT029163,CLT04115,PRD0310,2023-03-16,Arrivé endommagé,1,312.35,remboursé
RET03199,VNT054482,CLT09720,PRD0090,2023-11-05,Qualité insuffisante,1,837.51,remboursé
RET03200,VNT031420,CLT00093,PRD0278,2024-08-31,Ne correspond pas à la description,1,182.45,refusé
RET03201,VNT004947,CLT01229,PRD0327,2023-10-20,Mauvaise taille,2,341.71,en_traitement
RET03202,VNT027370,CLT08777,PRD0145,2024-01-07,Produit défectueux,1,12.38,remboursé
RET03203,VNT017607,CLT02954,PRD0333,2023-12-05,Arrivé endommagé,1,99.85,en_traitement
RET03204,VNT018007,CLT03964,PRD0390,2022-08-23,Délai de livraison dépassé,1,52.47,remboursé
RET03205,VNT000735,CLT11872,PRD0255,2022-01-28,Mauvaise taille,3,413.02,remboursé
RET03206,VNT046339,CLT01092,PRD0236,2024-07-15,Ne correspond pas à la description,1,2515.48,remboursé
RET03207,VNT036926,CLT02433,PRD0100,2024-06-29,Mauvaise taille,2,3650.01,remboursé
RET03208,VNT035483,CLT02781,PRD0119,2024-01-10,Arrivé endommagé,1,68.32,en_traitement
RET03209,VNT021201,CLT05269,PRD0108,2023-08-17,Produit défectueux,1,162.03,remboursé
RET03210,VNT045956,CLT01762,PRD0283,2022-03-22,Produit défectueux,3,745.63,remboursé
RET03211,VNT009611,CLT11427,PRD0200,2024-10-09,Ne correspond pas à la description,4,2462.0,remboursé
RET03212,VNT008622,CLT08030,PRD0119,2022-04-27,Produit défectueux,1,46.88,en_traitement
RET03213,VNT014545,CLT09447,PRD0082,2024-03-16,Ne correspond pas à la description,1,478.94,en_traitement
RET03214,VNT043053,CLT07098,PRD0070,2022-01-21,Produit défectueux,1,917.03,remboursé
RET03215,VNT014746,CLT06125,PRD0137,2024-06-27,Doublon de commande,2,83.38,en_traitement
RET03216,VNT046550,CLT06830,PRD0260,2023-09-26,Ne correspond pas à la description,1,128.86,remboursé
RET03217,VNT021129,CLT01780,PRD0394,2022-12-18,Produit défectueux,2,425.34,remboursé
RET03218,VNT015468,CLT08334,PRD0370,2024-02-10,Délai de livraison dépassé,1,102.4,remboursé
RET03219,VNT040747,CLT07830,PRD0302,2024-07-10,Doublon de commande,6,1039.36,remboursé
RET03220,VNT031762,CLT00420,PRD0184,2023-10-14,Ne correspond pas à la description,1,290.28,en_traitement
RET03221,VNT011601,CLT06113,PRD0177,2024-09-01,Produit défectueux,2,2451.23,remboursé
RET03222,VNT033908,CLT10255,PRD0291,2024-02-12,Mauvaise taille,1,247.74,remboursé
RET03223,VNT033038,CLT03177,PRD0132,2022-08-31,Mauvaise taille,3,339.39,refusé
RET03224,VNT045216,CLT09851,PRD0136,2023-06-28,Mauvaise taille,2,259.7,remboursé
RET03225,VNT016347,CLT08539,PRD0005,2023-12-12,Produit défectueux,1,1520.44,remboursé
RET03226,VNT046166,CLT00442,PRD0206,2023-08-25,Produit défectueux,1,1893.81,refusé
RET03227,VNT027908,CLT11047,PRD0147,2023-11-09,Arrivé endommagé,1,56.94,en_traitement
RET03228,VNT031997,CLT03685,PRD0267,2022-05-26,Produit défectueux,3,407.94,en_traitement
RET03229,VNT016790,CLT03533,PRD0145,2023-02-23,Ne correspond pas à la description,1,10.88,en_traitement
RET03230,VNT005909,CLT03773,PRD0021,2024-08-22,Qualité insuffisante,1,1077.15,en_traitement
RET03231,VNT048743,CLT11444,PRD0114,2024-12-26,Arrivé endommagé,1,310.11,refusé
RET03232,VNT053184,CLT06055,PRD0283,2022-02-18,Ne correspond pas à la description,1,266.52,en_traitement
RET03233,VNT014037,CLT05436,PRD0263,2022-03-19,Mauvaise taille,1,212.61,remboursé
RET03234,VNT050360,CLT03148,PRD0379,2023-08-22,Arrivé endommagé,6,3112.97,refusé
RET03235,VNT014367,CLT02162,PRD0236,2024-09-26,Arrivé endommagé,4,4260.19,remboursé
RET03236,VNT029236,CLT11569,PRD0297,2024-04-08,Arrivé endommagé,2,1013.45,remboursé
RET03237,VNT029731,CLT11966,PRD0361,2024-10-15,Produit défectueux,3,413.03,remboursé
RET03238,VNT050788,CLT06714,PRD0013,2023-09-12,Produit défectueux,3,4976.28,remboursé
RET03239,VNT025925,CLT06729,PRD0032,2023-11-27,Arrivé endommagé,1,2421.74,remboursé
RET03240,VNT050957,CLT00251,PRD0176,2023-10-20,Arrivé endommagé,4,6075.99,refusé
RET03241,VNT045303,CLT10664,PRD0043,2023-05-08,Doublon de commande,1,20115.82,en_traitement
RET03242,VNT027690,CLT01936,PRD0376,2023-03-03,Changement d'avis,2,892.27,remboursé
RET03243,VNT041863,CLT10601,PRD0304,2022-02-18,Ne correspond pas à la description,1,57.44,en_traitement
RET03244,VNT033693,CLT01173,PRD0321,2022-08-24,Produit défectueux,1,215.22,remboursé
RET03245,VNT025016,CLT00400,PRD0051,2022-08-02,Produit défectueux,10,7039.21,en_traitement
RET03246,VNT052337,CLT08983,PRD0370,2023-06-22,Changement d'avis,4,600.62,remboursé
RET03247,VNT027448,CLT00860,PRD0383,2024-08-12,Changement d'avis,1,554.6,en_traitement
RET03248,VNT022903,CLT11787,PRD0192,2023-11-24,Changement d'avis,1,4320.26,remboursé
RET03249,VNT019735,CLT05474,PRD0265,2022-05-05,Arrivé endommagé,2,745.72,remboursé
RET03250,VNT054289,CLT02593,PRD0087,2022-11-08,Mauvaise taille,1,1410.16,refusé
RET03251,VNT010590,CLT03449,PRD0027,2022-07-01,Qualité insuffisante,1,4088.14,remboursé
RET03252,VNT042356,CLT03761,PRD0043,2024-04-24,Arrivé endommagé,2,12061.47,en_traitement
RET03253,VNT025680,CLT06708,PRD0163,2024-10-25,Produit défectueux,1,782.03,en_traitement
RET03254,VNT036574,CLT06091,PRD0257,2024-04-14,Changement d'avis,1,674.31,remboursé
RET03255,VNT050746,CLT08557,PRD0096,2024-09-28,Produit défectueux,3,954.83,en_traitement
RET03256,VNT050259,CLT07758,PRD0297,2023-09-22,Doublon de commande,3,817.48,remboursé
RET03257,VNT045472,CLT05551,PRD0319,2024-05-27,Mauvaise taille,1,207.53,remboursé
RET03258,VNT037520,CLT11077,PRD0169,2023-09-19,Arrivé endommagé,1,199.95,remboursé
RET03259,VNT038072,CLT10945,PRD0184,2022-11-16,Produit défectueux,1,1220.58,en_traitement
RET03260,VNT037756,CLT06677,PRD0170,2024-04-07,Délai de livraison dépassé,1,872.18,en_traitement
RET03261,VNT047079,CLT03410,PRD0230,2022-08-12,Changement d'avis,1,2955.21,remboursé
RET03262,VNT014930,CLT06580,PRD0360,2024-08-23,Mauvaise taille,1,486.21,remboursé
RET03263,VNT014605,CLT08467,PRD0256,2023-08-14,Produit défectueux,3,658.35,remboursé
RET03264,VNT020803,CLT11607,PRD0314,2023-12-07,Ne correspond pas à la description,1,50.69,refusé
RET03265,VNT032324,CLT02886,PRD0169,2022-02-01,Produit défectueux,2,1050.52,remboursé
RET03266,VNT022235,CLT06904,PRD0193,2022-06-12,Produit défectueux,5,5249.37,remboursé
RET03267,VNT031099,CLT08832,PRD0243,2023-03-23,Arrivé endommagé,5,11734.35,remboursé
RET03268,VNT052259,CLT09492,PRD0203,2023-11-23,Mauvaise taille,1,3433.48,remboursé
RET03269,VNT029842,CLT00713,PRD0317,2023-03-18,Qualité insuffisante,1,274.1,remboursé
RET03270,VNT021803,CLT01437,PRD0391,2024-02-04,Mauvaise taille,1,433.38,remboursé
RET03271,VNT027794,CLT07564,PRD0144,2023-11-20,Produit défectueux,3,1068.82,en_traitement
RET03272,VNT011463,CLT03556,PRD0152,2023-08-20,Arrivé endommagé,1,654.8,remboursé
RET03273,VNT015080,CLT08494,PRD0169,2022-07-29,Produit défectueux,1,264.93,remboursé
RET03274,VNT016070,CLT04232,PRD0187,2023-06-20,Produit défectueux,1,1128.53,remboursé
RET03275,VNT031096,CLT05973,PRD0153,2022-02-27,Arrivé endommagé,6,858.99,en_traitement
RET03276,VNT015753,CLT09587,PRD0373,2024-08-03,Mauvaise taille,3,2154.63,remboursé
RET03277,VNT003064,CLT07247,PRD0106,2022-11-19,Qualité insuffisante,2,327.33,remboursé
RET03278,VNT038303,CLT10390,PRD0318,2022-09-15,Arrivé endommagé,1,201.63,remboursé
RET03279,VNT005698,CLT07909,PRD0231,2023-08-24,Changement d'avis,1,1372.11,remboursé
RET03280,VNT009761,CLT10691,PRD0026,2024-02-25,Produit défectueux,6,6201.7,remboursé
RET03281,VNT021601,CLT06081,PRD0125,2022-11-25,Produit défectueux,1,35.97,remboursé
RET03282,VNT021535,CLT11745,PRD0270,2025-01-05,Changement d'avis,3,642.37,remboursé
RET03283,VNT034250,CLT03985,PRD0029,2024-01-23,Ne correspond pas à la description,1,5761.27,remboursé
RET03284,VNT007558,CLT09799,PRD0356,2022-09-28,Mauvaise taille,1,294.0,remboursé
RET03285,VNT016626,CLT01511,PRD0223,2024-03-29,Mauvaise taille,3,4797.2,en_traitement
RET03286,VNT009470,CLT10559,PRD0098,2023-10-15,Produit défectueux,2,1275.18,remboursé
RET03287,VNT051229,CLT08507,PRD0247,2022-05-22,Délai de livraison dépassé,1,180.41,remboursé
RET03288,VNT052351,CLT07270,PRD0312,2024-07-09,Mauvaise taille,1,163.43,en_traitement
RET03289,VNT019520,CLT10779,PRD0051,2022-10-28,Mauvaise taille,1,1112.36,remboursé
RET03290,VNT050428,CLT03759,PRD0391,2023-01-25,Ne correspond pas à la description,6,2127.11,remboursé
RET03291,VNT017755,CLT03888,PRD0390,2023-05-04,Produit défectueux,1,131.04,en_traitement
RET03292,VNT000029,CLT11077,PRD0056,2023-07-11,Produit défectueux,1,110.47,en_traitement
RET03293,VNT041683,CLT03923,PRD0351,2023-12-30,Arrivé endommagé,1,53.5,remboursé
RET03294,VNT029499,CLT11598,PRD0213,2023-09-05,Ne correspond pas à la description,2,4582.42,remboursé
RET03295,VNT012693,CLT02230,PRD0081,2022-12-28,Délai de livraison dépassé,1,1159.22,remboursé
RET03296,VNT004482,CLT07685,PRD0153,2024-06-13,Produit défectueux,1,85.15,en_traitement
RET03297,VNT040384,CLT08588,PRD0138,2024-11-08,Mauvaise taille,2,253.08,remboursé
RET03298,VNT002455,CLT07564,PRD0043,2024-01-13,Mauvaise taille,1,3329.3,remboursé
RET03299,VNT016642,CLT02590,PRD0393,2024-12-06,Ne correspond pas à la description,1,2080.54,en_traitement
RET03300,VNT011129,CLT05612,PRD0208,2023-10-24,Ne correspond pas à la description,5,10384.6,remboursé
RET03301,VNT015894,CLT09686,PRD0061,2022-08-25,Changement d'avis,5,1257.83,remboursé
RET03302,VNT031917,CLT03515,PRD0299,2022-04-04,Doublon de commande,1,201.64,refusé
RET03303,VNT050220,CLT06920,PRD0172,2024-03-27,Produit défectueux,1,995.52,remboursé
RET03304,VNT047013,CLT08679,PRD0193,2022-05-09,Produit défectueux,1,1874.29,remboursé
RET03305,VNT033568,CLT05107,PRD0260,2024-06-29,Changement d'avis,3,412.54,remboursé
RET03306,VNT013040,CLT01867,PRD0082,2024-03-01,Produit défectueux,7,3654.06,remboursé
RET03307,VNT022183,CLT11070,PRD0192,2024-02-06,Produit défectueux,3,2585.97,remboursé
RET03308,VNT051138,CLT05941,PRD0173,2024-09-14,Produit défectueux,1,407.48,remboursé
RET03309,VNT003865,CLT05919,PRD0163,2024-10-12,Doublon de commande,2,1804.72,remboursé
RET03310,VNT003808,CLT11054,PRD0201,2024-11-20,Délai de livraison dépassé,3,10938.33,en_traitement
RET03311,VNT028286,CLT08615,PRD0148,2024-01-06,Produit défectueux,1,379.86,refusé
RET03312,VNT026644,CLT02539,PRD0253,2024-06-25,Changement d'avis,2,472.36,remboursé
RET03313,VNT012453,CLT08482,PRD0284,2022-07-04,Produit défectueux,1,80.15,en_traitement
RET03314,VNT028418,CLT10473,PRD0371,2024-07-24,Doublon de commande,1,806.82,remboursé
RET03315,VNT022680,CLT02804,PRD0327,2022-08-25,Arrivé endommagé,1,176.71,en_traitement
RET03316,VNT017667,CLT06783,PRD0384,2022-09-12,Mauvaise taille,2,1835.22,remboursé
RET03317,VNT022941,CLT11287,PRD0043,2023-04-25,Mauvaise taille,1,2522.3,remboursé
RET03318,VNT033115,CLT03606,PRD0322,2024-02-07,Changement d'avis,1,108.07,remboursé
RET03319,VNT049863,CLT02027,PRD0399,2024-06-29,Ne correspond pas à la description,1,617.09,remboursé
RET03320,VNT022033,CLT10812,PRD0078,2022-07-05,Mauvaise taille,2,2315.01,remboursé
RET03321,VNT013720,CLT01924,PRD0155,2023-01-11,Produit défectueux,3,999.05,remboursé
RET03322,VNT035552,CLT03282,PRD0018,2022-10-17,Ne correspond pas à la description,1,2942.85,remboursé
RET03323,VNT024958,CLT07571,PRD0332,2022-06-20,Arrivé endommagé,2,202.85,en_traitement
RET03324,VNT039882,CLT09616,PRD0059,2023-01-11,Ne correspond pas à la description,2,1418.41,remboursé
RET03325,VNT039096,CLT11388,PRD0085,2023-12-27,Mauvaise taille,2,1217.22,remboursé
RET03326,VNT019398,CLT01543,PRD0077,2023-05-15,Produit défectueux,1,523.46,remboursé
RET03327,VNT035974,CLT11395,PRD0373,2022-08-13,Produit défectueux,1,412.79,remboursé
RET03328,VNT001192,CLT05071,PRD0070,2024-01-10,Ne correspond pas à la description,3,1473.95,remboursé
RET03329,VNT026804,CLT03846,PRD0158,2022-06-21,Mauvaise taille,1,217.55,remboursé
RET03330,VNT008568,CLT07543,PRD0298,2022-12-02,Mauvaise taille,1,579.66,remboursé
RET03331,VNT052542,CLT00438,PRD0168,2024-09-29,Ne correspond pas à la description,1,414.39,remboursé
RET03332,VNT002095,CLT02177,PRD0284,2023-06-02,Produit défectueux,2,98.42,remboursé
RET03333,VNT033087,CLT08813,PRD0119,2024-07-09,Produit défectueux,2,130.69,remboursé
RET03334,VNT043598,CLT11014,PRD0098,2024-11-03,Produit défectueux,1,474.29,remboursé
RET03335,VNT038150,CLT02563,PRD0366,2024-02-27,Changement d'avis,3,891.57,remboursé
RET03336,VNT000423,CLT05654,PRD0334,2023-01-17,Arrivé endommagé,2,90.2,remboursé
RET03337,VNT037294,CLT09119,PRD0079,2022-08-12,Arrivé endommagé,1,1705.95,remboursé
RET03338,VNT045912,CLT10711,PRD0391,2022-12-23,Ne correspond pas à la description,2,721.83,remboursé
RET03339,VNT025369,CLT04711,PRD0023,2022-11-09,Arrivé endommagé,2,3503.86,refusé
RET03340,VNT022324,CLT09314,PRD0257,2024-10-29,Ne correspond pas à la description,1,713.27,remboursé
RET03341,VNT053956,CLT10842,PRD0054,2023-03-02,Produit défectueux,3,725.11,en_traitement
RET03342,VNT038239,CLT04812,PRD0087,2023-01-21,Changement d'avis,1,786.28,remboursé
RET03343,VNT054953,CLT07854,PRD0248,2022-11-30,Ne correspond pas à la description,2,911.15,remboursé
RET03344,VNT037407,CLT05894,PRD0206,2023-08-27,Délai de livraison dépassé,1,4521.39,remboursé
RET03345,VNT026367,CLT11077,PRD0085,2023-01-24,Produit défectueux,4,2490.18,en_traitement
RET03346,VNT014791,CLT06131,PRD0386,2022-09-27,Doublon de commande,1,78.81,remboursé
RET03347,VNT012328,CLT02494,PRD0262,2023-10-11,Produit défectueux,1,246.13,en_traitement
RET03348,VNT035651,CLT05815,PRD0259,2022-06-12,Changement d'avis,1,614.28,refusé
RET03349,VNT014719,CLT03328,PRD0038,2023-01-16,Arrivé endommagé,1,908.89,remboursé
RET03350,VNT048369,CLT07946,PRD0308,2023-05-15,Doublon de commande,1,149.54,remboursé
RET03351,VNT036740,CLT02570,PRD0290,2022-03-08,Ne correspond pas à la description,2,164.82,refusé
RET03352,VNT036220,CLT03457,PRD0222,2024-06-03,Ne correspond pas à la description,3,5131.95,en_traitement
RET03353,VNT004113,CLT05871,PRD0106,2024-03-27,Ne correspond pas à la description,1,174.12,remboursé
RET03354,VNT006767,CLT00521,PRD0248,2024-07-03,Arrivé endommagé,2,755.46,en_traitement
RET03355,VNT033243,CLT05489,PRD0289,2024-06-25,Doublon de commande,2,74.8,remboursé
RET03356,VNT048693,CLT02089,PRD0229,2023-12-30,Ne correspond pas à la description,4,2535.93,en_traitement
RET03357,VNT044072,CLT07585,PRD0127,2022-10-13,Ne correspond pas à la description,1,137.8,remboursé
RET03358,VNT032902,CLT03739,PRD0151,2022-09-30,Arrivé endommagé,1,2897.57,remboursé
RET03359,VNT038455,CLT10854,PRD0303,2024-12-15,Mauvaise taille,1,964.17,remboursé
RET03360,VNT014799,CLT00785,PRD0303,2023-12-25,Doublon de commande,1,927.07,remboursé
RET03361,VNT006964,CLT01152,PRD0081,2023-06-21,Ne correspond pas à la description,2,3238.48,remboursé
RET03362,VNT019949,CLT01846,PRD0396,2022-12-28,Délai de livraison dépassé,1,81.94,remboursé
RET03363,VNT013176,CLT07500,PRD0075,2024-12-10,Changement d'avis,1,713.8,en_traitement
RET03364,VNT027155,CLT06146,PRD0400,2024-05-25,Doublon de commande,1,463.36,remboursé
RET03365,VNT038121,CLT11287,PRD0293,2022-09-23,Mauvaise taille,1,411.96,remboursé
RET03366,VNT017660,CLT05638,PRD0234,2023-09-10,Mauvaise taille,3,1632.06,remboursé
RET03367,VNT049560,CLT07200,PRD0381,2023-07-31,Arrivé endommagé,1,1250.64,en_traitement
RET03368,VNT000768,CLT10711,PRD0222,2022-02-02,Ne correspond pas à la description,1,1345.64,en_traitement
RET03369,VNT001319,CLT07654,PRD0362,2022-07-16,Qualité insuffisante,3,520.15,remboursé
RET03370,VNT027672,CLT11072,PRD0372,2023-03-08,Arrivé endommagé,1,556.54,remboursé
RET03371,VNT053774,CLT07639,PRD0371,2022-09-06,Arrivé endommagé,1,316.93,remboursé
RET03372,VNT016109,CLT02148,PRD0330,2024-01-06,Produit défectueux,2,156.5,remboursé
RET03373,VNT036061,CLT04350,PRD0199,2025-01-06,Qualité insuffisante,1,615.82,remboursé
RET03374,VNT049578,CLT07761,PRD0016,2024-05-06,Ne correspond pas à la description,1,33195.52,remboursé
RET03375,VNT012105,CLT04910,PRD0048,2022-07-09,Arrivé endommagé,1,1332.58,refusé
RET03376,VNT009396,CLT07564,PRD0227,2024-09-05,Ne correspond pas à la description,2,9493.3,en_traitement
RET03377,VNT052887,CLT09547,PRD0397,2022-01-20,Ne correspond pas à la description,1,1345.37,remboursé
RET03378,VNT024599,CLT11056,PRD0012,2023-10-04,Arrivé endommagé,1,3141.81,refusé
RET03379,VNT042671,CLT01087,PRD0310,2025-01-19,Ne correspond pas à la description,1,458.13,remboursé
RET03380,VNT031422,CLT05539,PRD0283,2024-03-08,Changement d'avis,2,492.37,refusé
RET03381,VNT045664,CLT10020,PRD0339,2024-09-21,Mauvaise taille,2,280.54,en_traitement
RET03382,VNT007681,CLT02318,PRD0256,2024-10-04,Changement d'avis,3,659.01,remboursé
RET03383,VNT050710,CLT11949,PRD0225,2023-10-25,Arrivé endommagé,1,2261.25,refusé
RET03384,VNT048408,CLT03410,PRD0349,2023-12-10,Arrivé endommagé,1,173.5,remboursé
RET03385,VNT017065,CLT07120,PRD0082,2023-01-13,Produit défectueux,1,538.26,remboursé
RET03386,VNT010557,CLT08677,PRD0124,2022-05-05,Arrivé endommagé,1,174.75,refusé
RET03387,VNT053115,CLT02303,PRD0058,2024-06-05,Produit défectueux,2,898.37,en_traitement
RET03388,VNT014122,CLT04579,PRD0083,2022-04-29,Arrivé endommagé,1,422.58,en_traitement
RET03389,VNT033209,CLT11897,PRD0331,2022-07-07,Arrivé endommagé,1,67.19,remboursé
RET03390,VNT051630,CLT10010,PRD0323,2023-09-11,Mauvaise taille,3,686.62,remboursé
RET03391,VNT043956,CLT08659,PRD0006,2023-07-30,Arrivé endommagé,1,400.15,remboursé
RET03392,VNT050298,CLT02845,PRD0099,2022-12-22,Produit défectueux,1,341.83,en_traitement
RET03393,VNT032581,CLT00959,PRD0291,2022-12-31,Ne correspond pas à la description,2,389.59,remboursé
RET03394,VNT024527,CLT02237,PRD0362,2023-08-11,Mauvaise taille,1,132.16,en_traitement
RET03395,VNT007875,CLT08606,PRD0286,2024-11-29,Produit défectueux,1,311.56,remboursé
RET03396,VNT046918,CLT00920,PRD0168,2023-12-15,Changement d'avis,2,3102.29,en_traitement
RET03397,VNT014015,CLT01505,PRD0379,2022-07-17,Mauvaise taille,2,1176.98,remboursé
RET03398,VNT012185,CLT05036,PRD0378,2022-03-06,Ne correspond pas à la description,7,3834.44,remboursé
RET03399,VNT043540,CLT04432,PRD0176,2022-08-10,Produit défectueux,1,736.83,remboursé
RET03400,VNT044303,CLT07898,PRD0367,2024-08-06,Changement d'avis,1,785.26,remboursé
RET03401,VNT028366,CLT08233,PRD0134,2023-05-21,Produit défectueux,2,128.39,remboursé
RET03402,VNT002734,CLT08011,PRD0146,2023-02-12,Produit défectueux,1,117.94,remboursé
RET03403,VNT004599,CLT01407,PRD0354,2022-12-05,Produit défectueux,1,113.68,en_traitement
RET03404,VNT007753,CLT10367,PRD0095,2023-11-18,Qualité insuffisante,1,1099.07,remboursé
RET03405,VNT043730,CLT11734,PRD0190,2023-04-29,Produit défectueux,3,4525.85,remboursé
RET03406,VNT001937,CLT08896,PRD0235,2022-10-13,Ne correspond pas à la description,1,2012.74,remboursé
RET03407,VNT045807,CLT10243,PRD0047,2024-05-22,Mauvaise taille,3,7889.62,remboursé
RET03408,VNT015802,CLT00858,PRD0098,2023-12-03,Ne correspond pas à la description,1,1409.88,en_traitement
RET03409,VNT049980,CLT07543,PRD0320,2023-12-31,Ne correspond pas à la description,2,146.78,remboursé
RET03410,VNT017839,CLT09642,PRD0039,2022-06-21,Ne correspond pas à la description,1,4269.32,refusé
RET03411,VNT041839,CLT11323,PRD0358,2023-04-11,Mauvaise taille,1,40.21,remboursé
RET03412,VNT024824,CLT11735,PRD0095,2023-08-11,Produit défectueux,1,885.65,remboursé
RET03413,VNT026472,CLT10147,PRD0163,2023-05-07,Arrivé endommagé,3,3594.88,remboursé
RET03414,VNT025449,CLT10525,PRD0364,2024-03-30,Arrivé endommagé,3,855.23,en_traitement
RET03415,VNT043787,CLT10398,PRD0201,2023-05-31,Qualité insuffisante,1,1801.85,refusé
RET03416,VNT045164,CLT03279,PRD0338,2022-12-13,Doublon de commande,3,441.91,remboursé
RET03417,VNT008628,CLT11365,PRD0107,2024-08-21,Arrivé endommagé,1,74.81,remboursé
RET03418,VNT037697,CLT05643,PRD0384,2024-04-26,Mauvaise taille,1,605.05,remboursé
RET03419,VNT040085,CLT06690,PRD0157,2024-04-26,Arrivé endommagé,1,354.44,remboursé
RET03420,VNT021585,CLT09649,PRD0036,2024-04-15,Qualité insuffisante,1,781.42,remboursé
RET03421,VNT028288,CLT07880,PRD0101,2022-06-04,Produit défectueux,1,196.23,remboursé
RET03422,VNT051877,CLT08570,PRD0347,2022-09-12,Arrivé endommagé,3,619.5,remboursé
RET03423,VNT027732,CLT06908,PRD0370,2024-03-30,Ne correspond pas à la description,1,211.56,en_traitement
RET03424,VNT019726,CLT11996,PRD0140,2024-01-22,Ne correspond pas à la description,3,430.55,remboursé
RET03425,VNT020519,CLT00038,PRD0299,2022-03-17,Produit défectueux,1,678.82,refusé
RET03426,VNT000134,CLT00929,PRD0329,2024-06-05,Changement d'avis,6,2863.35,remboursé
RET03427,VNT014660,CLT10271,PRD0383,2024-05-23,Mauvaise taille,6,1693.75,remboursé
RET03428,VNT038365,CLT06222,PRD0043,2022-02-15,Arrivé endommagé,1,3618.04,remboursé
RET03429,VNT007923,CLT09340,PRD0114,2024-01-31,Mauvaise taille,3,464.05,remboursé
RET03430,VNT005984,CLT10853,PRD0034,2024-06-08,Produit défectueux,4,10759.64,en_traitement
RET03431,VNT003908,CLT00523,PRD0376,2022-08-14,Produit défectueux,6,2508.25,remboursé
RET03432,VNT030417,CLT00279,PRD0226,2023-10-28,Doublon de commande,2,7159.91,remboursé
RET03433,VNT048014,CLT09324,PRD0161,2023-10-11,Arrivé endommagé,2,1036.53,remboursé
RET03434,VNT050206,CLT02274,PRD0072,2024-10-15,Mauvaise taille,1,264.91,remboursé
RET03435,VNT000482,CLT07754,PRD0076,2022-05-01,Doublon de commande,1,137.01,refusé
